index,name,time,rating,item,sentiment,source,어간,noun,v_ad,n_v_ad,review_sentence,replace_slang_sentence
8024,경쟁사,2022-09-11,4,살충제,부정,naver,"[('다른', 'Noun'), ('리뷰', 'Noun'), ('처럼', 'Josa'), ('용기', 'Noun'), ('가', 'Josa'), ('변형', 'Noun'), ('되어다', 'Verb'), ('배송', 'Noun'), ('되어다', 'Verb'), ('액체', 'Noun'), ('가', 'Josa'), ('누', 'Noun'), ('추다', 'Verb'), ('거나', 'Noun'), ('파손', 'Noun'), ('되다', 'Verb'), ('않다', 'Verb')]","['리뷰', '용기', '변형', '배송', '액체', '누출', '파손']","['되어다', '되어다', '추다', '되다', '않다']","['리뷰', '용기', '변형', '배송', '액체', '누출', '파손', '되어다', '되어다', '추다', '되다', '않다']",다른 리뷰처럼 용기가 변형되어 배송되었지만 액체가 누출되거나 파손되진 않았습니다,다른 리뷰처럼 용기가 변형되어 배송되었지만 액체가 누출되거나 파손되진 않았습니다
8025,경쟁사,2022-08-16,4,살충제,부정,naver,"[('처음', 'Noun'), ('에는', 'Josa'), ('뚜껑', 'Noun'), ('이', 'Josa'), ('열기', 'Noun'), ('가', 'Josa'), ('힘들다', 'Adjective')]","['처음', '뚜껑', '열']",['힘들다'],"['처음', '뚜껑', '열', '힘들다']",처음에는 뚜껑이 열기가 힘들었습니다,처음에는 뚜껑이 열기가 힘들었습니다
8026,경쟁사,2022-08-16,4,살충제,부정,naver,"[('냄새', 'Noun'), ('가', 'Josa'), ('독특하다', 'Adjective'), ('친환경', 'Noun'), ('이라서', 'Josa'), ('믿다', 'Verb'), ('사다', 'Verb')]","['냄새', '독특', '친환경']","['독특하다', '믿다', '사다']","['냄새', '독특', '친환경', '독특하다', '믿다', '사다']",냄새가 독특한데 친환경이라서 믿고 샀습니다,냄새가 독특한데 친환경이라서 믿고 샀습니다
8027,경쟁사,2022-08-16,4,살충제,부정,naver,"[('화단', 'Noun'), ('과', 'Josa'), ('텃밭', 'Noun'), ('에', 'Josa'), ('모두', 'Noun'), ('사용', 'Noun'), ('하다', 'Verb')]","['화단', '텃밭', '사용']",['하다'],"['화단', '텃밭', '사용', '하다']",화단과 텃밭에 모두 사용하고있습니다,화단과 텃밭에 모두 사용하고있습니다
8030,경쟁사,2022-09-10,4,살충제,부정,naver,"[('친환경', 'Noun'), ('이라', 'Josa'), ('그렇다', 'Adjective'), ('살충', 'Noun'), ('이', 'Josa'), ('생각', 'Noun'), ('보다', 'Josa'), ('약하다', 'Adjective'), ('같다', 'Adjective')]","['친환경', '살충', '생각']","['그렇다', '약하다', '같다']","['친환경', '살충', '생각', '그렇다', '약하다', '같다']",친환경이라 그런지 살충이 생각보다 약한것같아요,친환경이라 그런지 살충이 생각보다 약한것같아요
8032,경쟁사,2022-09-06,4,살충제,부정,naver,"[('처음', 'Noun'), ('구매', 'Noun'), ('이다', 'Adjective')]","['처음', '구매']",['이다'],"['처음', '구매', '이다']",처음구매 입니다,처음구매 입니다
8033,경쟁사,2022-09-06,4,살충제,부정,naver,"[('사용', 'Noun'), ('후', 'Noun'), ('구매', 'Noun'), ('후기', 'Noun'), ('올리다', 'Verb'), ('읍니', 'Noun'), ('다', 'Josa')]","['사용', '후', '구매', '후기']",['올리다'],"['사용', '후', '구매', '후기', '올리다']",사용후 구매후기 올리겠읍니다,사용후 구매후기 올리겠읍니다
8034,경쟁사,2022-09-06,4,살충제,부정,naver,"[('많이', 'Adverb'), ('파다', 'Verb')]",[],['파다'],['파다'],많이 파세요,많이 파세요
8043,경쟁사,2022-09-05,4,살충제,부정,naver,"[('화초', 'Noun'), ('가', 'Josa'), ('좀', 'Noun'), ('싱싱하다', 'Adjective'), ('하다', 'Verb')]",['화초'],"['싱싱하다', '하다']","['화초', '싱싱하다', '하다']",화초가 좀 싱싱해진다고할까,화초가 좀 싱싱해진다고할까
8044,경쟁사,2022-09-05,4,살충제,부정,naver,"[('하지만', 'Conjunction'), ('진드기', 'Noun'), ('가', 'Josa'), ('잘', 'VerbPrefix'), ('안', 'VerbPrefix'), ('죽다', 'Verb')]",['진드기'],['죽다'],"['진드기', '죽다']",하지만 진드기가 잘안죽어요,하지만 진드기가 잘안죽어요
8059,경쟁사,2022-08-31,4,살충제,부정,naver,"[('그다지', 'Noun'), ('향', 'Noun'), ('이', 'Josa'), ('독하다', 'Adjective'), ('않다', 'Verb'), ('괜찮다', 'Adjective'), ('재다', 'Verb'), ('하다', 'Verb')]","['향', '독', '구매']","['독하다', '않다', '괜찮다', '재다', '하다']","['향', '독', '구매', '독하다', '않다', '괜찮다', '재다', '하다']",그다지향이독하지않고 괜찮아서 재구매합니다,그다지향이독하지않고 괜찮아서 재구매합니다
8062,경쟁사,2022-09-03,4,살충제,부정,naver,"[('자다', 'Verb'), ('사용', 'Noun'), ('하다', 'Verb'), ('하다', 'Verb')]",['사용'],"['자다', '하다', '하다']","['사용', '자다', '하다', '하다']",잘 사용했으면 합니다,잘 사용했으면 합니다
8067,경쟁사,2022-08-30,4,살충제,부정,naver,"[('부모님', 'Noun'), ('이', 'Josa'), ('주문', 'Noun'), ('해달라다', 'Verb'), ('하다', 'Verb'), ('주문', 'Noun'), ('하다', 'Verb')]","['부모', '주문', '주문']","['해달라다', '하다', '하다']","['부모', '주문', '주문', '해달라다', '하다', '하다']",부모님이 주문해달라고 해서 주문했어요,부모님이 주문해달라고 해서 주문했어요
8070,경쟁사,2022-08-31,4,살충제,부정,naver,"[('친환경', 'Noun'), ('이라', 'Josa'), ('너', 'Modifier'), ('무조', 'Noun'), ('쓰다', 'Verb')]",['친환경'],['쓰다'],"['친환경', '쓰다']",친환경이라 너무조씁니다,친환경이라 너무조씁니다
8099,경쟁사,2022-05-21,4,살충제,부정,naver,"[('님', 'Noun'), ('오일', 'Noun'), ('좋다', 'Adjective'), ('건', 'Noun'), ('알', 'Noun'), ('고', 'Josa'), ('있다', 'Adjective'), ('더', 'Noun'), ('요', 'Josa')]",['님오일'],"['좋다', '있다']","['님오일', '좋다', '있다']",님오일 좋다는 건 알고 있는더요,님오일 좋다는 건 알고 있는더요
8100,경쟁사,2022-05-21,4,살충제,부정,naver,"[('전', 'Noun'), ('에', 'Josa'), ('다른', 'Noun'), ('제품', 'Noun'), ('구매', 'Noun'), ('하다', 'Verb'), ('한번', 'Noun'), ('쓰다', 'Verb'), ('안', 'VerbPrefix'), ('쓰다', 'Verb'), ('돼다', 'Verb')]","['전', '제품', '구매']","['하다', '쓰다', '쓰다', '돼다']","['전', '제품', '구매', '하다', '쓰다', '쓰다', '돼다']",전에 다른 제품 구매해서 한번 쓰곤 안쓰게됐어요,전에 다른 제품 구매해서 한번 쓰곤 안쓰게됐어요
8101,경쟁사,2022-05-21,4,살충제,부정,naver,"[('아무리', 'Adverb'), ('오일', 'Noun'), ('이지만', 'Josa'), ('쓸다', 'Verb'), ('중탕', 'Noun'), ('하다', 'Verb'), ('녹이다', 'Verb'), ('하다', 'Verb'), ('물', 'Noun'), ('에', 'Josa'), ('희다', 'Adjective'), ('석도', 'Noun'), ('자다', 'Verb'), ('안되다', 'Adjective'), ('기름', 'Noun'), ('둥둥', 'Noun'), ('에', 'Josa'), ('쓸다', 'Verb'), ('도구', 'Noun'), ('는', 'Josa'), ('다', 'Adverb'), ('비누', 'Noun'), ('로', 'Josa'), ('닦다', 'Verb'), ('야하다', 'Adjective'), ('한번', 'Noun'), ('쓰다', 'Verb'), ('안', 'VerbPrefix'), ('쓰다', 'Verb'), ('돼다', 'Verb')]","['일', '중탕', '물', '희석', '기름', '둥둥', '도구', '비누', '번']","['쓸다', '하다', '녹이다', '하다', '희다', '자다', '안되다', '쓸다', '닦다', '야하다', '쓰다', '쓰다', '돼다']","['일', '중탕', '물', '희석', '기름', '둥둥', '도구', '비누', '번', '쓸다', '하다', '녹이다', '하다', '희다', '자다', '안되다', '쓸다', '닦다', '야하다', '쓰다', '쓰다', '돼다']",아무리 오일이지만 쓸데마다 중탕해서 녹여야 하고 물에 희석도 잘 안되서 기름 둥둥에 쓴 도구는 다 비누로 닦아야해서 한번쓰고 안쓰게 됐어요,아무리 오일이지만 쓸데마다 중탕해서 녹여야 하고 물에 희석도 잘 안되서 기름 둥둥에 쓴 도구는 다 비누로 닦아야해서 한번쓰고 안쓰게 됐어요
8102,경쟁사,2022-05-21,4,살충제,부정,naver,"[('판매', 'Noun'), ('자', 'Suffix'), ('께', 'Josa'), ('관련', 'Noun'), ('사항', 'Noun'), ('문의', 'Noun'), ('드리다', 'Verb'), ('오존', 'Noun'), ('님', 'Suffix'), ('오일', 'Noun'), ('은', 'Josa'), ('희다', 'Adjective'), ('석도', 'Noun'), ('자다', 'Verb'), ('되다', 'Verb'), ('자다', 'Verb'), ('봉', 'Noun'), ('하다', 'Verb'), ('두다', 'Verb'), ('굳다', 'Adjective'), ('않다', 'Verb'), ('답', 'Noun'), ('을', 'Josa'), ('주다', 'Verb'), ('구매', 'Noun'), ('하다', 'Verb')]","['판매자', '관련', '사항', '문', '희석', '답', '구매']","['드리다', '희다', '자다', '되다', '자다', '하다', '두다', '굳다', '않다', '주다', '하다']","['판매자', '관련', '사항', '문', '희석', '답', '구매', '드리다', '희다', '자다', '되다', '자다', '하다', '두다', '굳다', '않다', '주다', '하다']","판매자께 관련사항 문의 드렸더니, 오존님오일은 희석도 잘 되고 잘 봉해두면 굳지도않는다는 답을 주셔서 구매했습니다",판매자께 관련사항 문의 드렸더니 오존님오일은 희석도 잘 되고 잘 봉해두면 굳지도않는다는 답을 주셔서 구매했습니다
8103,경쟁사,2022-05-21,4,살충제,부정,naver,"[('가뭄', 'Noun'), ('에', 'Josa'), ('진딧물', 'Noun'), ('이', 'Josa'), ('극성', 'Noun'), ('이어서', 'Josa'), ('받다', 'Verb'), ('바로', 'Noun'), ('사용', 'Noun'), ('하다', 'Verb'), ('보다', 'Verb')]","['가뭄', '진딧물', '극성', '사용']","['받다', '하다', '보다']","['가뭄', '진딧물', '극성', '사용', '받다', '하다', '보다']",가뭄에 진딧물이 극성이어서 받자마자 바로 사용해 봤습니다,가뭄에 진딧물이 극성이어서 받자마자 바로 사용해 봤습니다
8104,경쟁사,2022-05-21,4,살충제,부정,naver,"[('액체', 'Noun'), ('로', 'Josa'), ('녹이다', 'Verb'), ('필요', 'Noun'), ('없다', 'Adjective'), ('편하다', 'Adjective')]","['액체', '필요']","['녹이다', '없다', '편하다']","['액체', '필요', '녹이다', '없다', '편하다']",액체로 녹일 필요 없어서 편했습니다,액체로 녹일 필요 없어서 편했습니다
8105,경쟁사,2022-05-21,4,살충제,부정,naver,"[('수도', 'Noun'), ('물', 'Noun'), ('에', 'Josa'), ('희다', 'Adjective'), ('석', 'Noun'), ('하다', 'Verb'), ('희다', 'Adjective'), ('석', 'Noun'), ('한', 'Josa'), ('물이', 'Noun'), ('우유', 'Noun'), ('부다', 'Adjective'), ('것', 'Noun'), ('처럼', 'Josa'), ('뿌옇다', 'Adjective'), ('되다', 'Verb'), ('걸', 'Noun'), ('써다', 'Verb')]","['수도물', '희석', '물', '우유']","['희다', '하다', '희다', '부다', '뿌옇다', '되다', '써다']","['수도물', '희석', '물', '우유', '희다', '하다', '희다', '부다', '뿌옇다', '되다', '써다']","수도물에 희석 했는데, 희석한 물이 우유 부은 것처럼 뿌옇게 된 걸 썼어요",수도물에 희석 했는데 희석한 물이 우유 부은 것처럼 뿌옇게 된 걸 썼어요
8106,경쟁사,2022-05-21,4,살충제,부정,naver,"[('뿌옇다', 'Adjective'), ('되다', 'Verb'), ('게', 'Noun'), ('정상', 'Noun'), ('인지', 'Josa'), ('물', 'Noun'), ('탓', 'Noun'), ('에', 'Josa'), ('뿌옇다', 'Adjective'), ('되다', 'Verb'), ('건지다', 'Verb'), ('모르다', 'Verb')]","['정상', '물', '탓']","['뿌옇다', '되다', '뿌옇다', '되다', '건지다', '모르다']","['정상', '물', '탓', '뿌옇다', '되다', '뿌옇다', '되다', '건지다', '모르다']",뿌옇게 된 게 정상인지~ 물 탓에 뿌옇게 된 건지 모르겠습니다,뿌옇게 된 게 정상인지 물 탓에 뿌옇게 된 건지 모르겠습니다
8107,경쟁사,2022-05-21,4,살충제,부정,naver,"[('효과', 'Noun'), ('는', 'Josa'), ('어떻다', 'Adjective'), ('살피다', 'Verb'), ('보다', 'Verb'), ('겠다', 'Verb')]",['효과'],"['어떻다', '살피다', '보다', '겠다']","['효과', '어떻다', '살피다', '보다', '겠다']",효과는 어떨지~ 살펴 봐야 겠습니다,효과는 어떨지 살펴 봐야 겠습니다
8108,경쟁사,2022-05-21,4,살충제,부정,naver,"[('효과', 'Noun'), ('좋다', 'Adjective'), ('기르다', 'Verb'), ('바라다', 'Verb')]",['효과'],"['좋다', '기르다', '바라다']","['효과', '좋다', '기르다', '바라다']",효과 좋기를 바랍니다,효과 좋기를 바랍니다
8114,경쟁사,2022-07-18,4,살충제,부정,naver,"[('장마', 'Noun'), ('끝나다', 'Verb'), ('정원', 'Noun'), ('에', 'Josa'), ('뿌리다', 'Verb'), ('구매', 'Noun'), ('하다', 'Verb')]","['장마', '정원', '구매']","['끝나다', '뿌리다', '하다']","['장마', '정원', '구매', '끝나다', '뿌리다', '하다']",장마 끝나고 정원에 뿌리려고 구매했어요,장마 끝나고 정원에 뿌리려고 구매했어요
8115,경쟁사,2022-07-18,4,살충제,부정,naver,"[('배송', 'Noun'), ('중', 'Noun'), ('에', 'Josa'), ('조금', 'Noun'), ('찌그러지다', 'Verb')]",['배송'],['찌그러지다'],"['배송', '찌그러지다']",배송 중에 조금 찌그러졌네요,배송 중에 조금 찌그러졌네요
8116,경쟁사,2022-07-18,4,살충제,부정,naver,"[('효과', 'Noun'), ('있다', 'Adjective'), ('바', 'Noun'), ('래', 'Josa'), ('요', 'Noun')]","['효과', '래']",['있다'],"['효과', '래', '있다']",효과 있길 바래요,효과 있길 바래요
8128,경쟁사,2022-07-05,4,살충제,부정,naver,"[('소문', 'Noun'), ('듣다', 'Verb'), ('텃밭', 'Noun'), ('작물', 'Noun'), ('병', 'Noun'), ('해충', 'Noun'), ('방제', 'Noun'), ('위해', 'Noun'), ('구입', 'Noun'), ('햇', 'Noun'), ('늘다', 'Verb'), ('사용', 'Noun'), ('해보다', 'Verb'), ('후기', 'Noun'), ('올리다', 'Verb')]","['소문', '텃밭', '작물', '병해충', '방제위', '구입햇', '사용', '후기', '겟']","['듣다', '늘다', '해보다', '올리다']","['소문', '텃밭', '작물', '병해충', '방제위', '구입햇', '사용', '후기', '겟', '듣다', '늘다', '해보다', '올리다']",소문듣고 텃밭 작물 병해충 방제위해 구입햇는데사용해보고 후기 올리겟습니다,소문듣고 텃밭 작물 병해충 방제위해 구입햇는데사용해보고 후기 올리겟습니다
8134,경쟁사,2022-07-23,4,살충제,부정,naver,"[('좋다', 'Adjective')]",[],['좋다'],['좋다'],좋아요,좋아요
8135,경쟁사,2022-07-23,4,살충제,부정,naver,"[('배송', 'Noun'), ('도', 'Josa'), ('빠르다', 'Adjective'), ('자다', 'Verb'), ('쓸다', 'Verb')]",['배송'],"['빠르다', '자다', '쓸다']","['배송', '빠르다', '자다', '쓸다']",배송도 빠르고 잘 쓸께요,배송도 빠르고 잘 쓸께요
8136,경쟁사,2022-07-23,4,살충제,부정,naver,"[('아직', 'Adverb'), ('은', 'Noun'), ('효과', 'Noun'), ('를', 'Josa'), ('잘', 'VerbPrefix'), ('모르다', 'Verb')]",['효과'],['모르다'],"['효과', '모르다']",아직은 효과를 잘모르겠어요,아직은 효과를 잘모르겠어요
8137,경쟁사,2022-07-23,4,살충제,부정,naver,"[('조금', 'Noun'), ('더', 'Noun'), ('사용', 'Noun'), ('해보다', 'Verb')]",['사용'],['해보다'],"['사용', '해보다']",조금더 사용해볼게요,조금더 사용해볼게요
8149,경쟁사,2022-06-14,4,살충제,부정,naver,"[('배송', 'Noun'), ('이', 'Josa'), ('빠르다', 'Adjective')]",['배송이'],['빠르다'],"['배송이', '빠르다']",배송이빠릅니다,배송이빠릅니다
8150,경쟁사,2022-06-14,4,살충제,부정,naver,"[('저희', 'Noun'), ('텃밭', 'Noun'), ('과', 'Josa'), ('화단', 'Noun'), ('에', 'Josa'), ('사용', 'Noun'), ('하다', 'Verb'), ('효과', 'Noun'), ('가', 'Josa'), ('있다', 'Adjective'), ('같다', 'Adjective')]","['텃밭', '화단', '사용', '효과']","['하다', '있다', '같다']","['텃밭', '화단', '사용', '효과', '하다', '있다', '같다']",저희 텃밭과 화단에 사용하는데 효과가 있는것같아요,저희 텃밭과 화단에 사용하는데 효과가 있는것같아요
8151,경쟁사,2022-06-14,4,살충제,부정,naver,"[('작년', 'Noun'), ('보다', 'Josa'), ('벌레', 'Noun'), ('가', 'Josa'), ('적다', 'Verb')]","['작년', '벌레']",['적다'],"['작년', '벌레', '적다']",작년보다 벌레가 적습니다,작년보다 벌레가 적습니다
8152,경쟁사,2022-06-14,4,살충제,부정,naver,"[('꾸준하다', 'Adjective'), ('사룡', 'Noun'), ('하고', 'Josa'), ('있다', 'Adjective')]",['사룡'],"['꾸준하다', '있다']","['사룡', '꾸준하다', '있다']",꾸준히 사룡하고 있습니다,꾸준히 사룡하고 있습니다
8162,경쟁사,2022-07-02,4,살충제,부정,naver,"[('아직', 'Adverb'), ('사용', 'Noun'), ('전이', 'Noun'), ('에요', 'Josa')]","['사용', '전']",[],"['사용', '전']",아직 사용 전이에요,아직 사용 전이에요
8177,경쟁사,2022-07-08,4,살충제,부정,naver,"[('잘', 'VerbPrefix'), ('받다', 'Verb')]",[],['받다'],['받다'],잘받았습니다,잘받았습니다
8178,경쟁사,2022-07-08,4,살충제,부정,naver,"[('감사하다', 'Verb')]",['감사'],['감사하다'],"['감사', '감사하다']",감사합니다,감사합니다
8179,경쟁사,2022-06-08,4,살충제,부정,naver,"[('밭', 'Noun'), ('에', 'Josa'), ('자라다', 'Verb'), ('작물', 'Noun'), ('에', 'Josa'), ('벌레', 'Noun'), ('가', 'Josa'), ('많다', 'Adjective'), ('구매', 'Noun'), ('하다', 'Verb')]","['밭', '작물', '벌레', '구매']","['자라다', '많다', '하다']","['밭', '작물', '벌레', '구매', '자라다', '많다', '하다']",밭에 자라는 작물에 벌레가 많아 구매했어요,밭에 자라는 작물에 벌레가 많아 구매했어요
8180,경쟁사,2022-06-08,4,살충제,부정,naver,"[('효과', 'Noun'), ('좋다', 'Adjective'), ('추가', 'Noun'), ('구매', 'Noun'), ('예정', 'Noun'), ('이', 'Suffix'), ('요', 'Josa')]","['효과', '추가', '구매', '예정']",['좋다'],"['효과', '추가', '구매', '예정', '좋다']",효과 좋으면 추가 구매 예정이요,효과 좋으면 추가 구매 예정이요
8184,경쟁사,2022-06-09,4,살충제,부정,naver,"[('장미', 'Noun'), ('에', 'Josa'), ('뿌리다', 'Verb'), ('구매', 'Noun'), ('하다', 'Verb')]","['장미', '구매']","['뿌리다', '하다']","['장미', '구매', '뿌리다', '하다']",장미에 뿌릴려고 구매했습니다,장미에 뿌릴려고 구매했습니다
8185,경쟁사,2022-06-09,4,살충제,부정,naver,"[('효과', 'Noun'), ('있다', 'Adjective'), ('좋다', 'Adjective')]",['효과'],"['있다', '좋다']","['효과', '있다', '좋다']",효과있으면 좋겠네요~,효과있으면 좋겠네요 
8186,경쟁사,2022-07-05,4,살충제,부정,naver,"[('아직', 'Adverb'), ('쓰기', 'Noun'), ('전이', 'Noun'), ('지만', 'Josa'), ('효과', 'Noun'), ('있다', 'Adjective'), ('멀다', 'Adjective'), ('좋다', 'Adjective')]","['기전', '효과']","['있다', '멀다', '좋다']","['기전', '효과', '있다', '멀다', '좋다']",아직쓰기전이지만 효과 있으먼 좋겠습니다,아직쓰기전이지만 효과 있으먼 좋겠습니다
8187,경쟁사,2022-06-07,4,살충제,부정,naver,"[('통', 'Noun'), ('이', 'Josa'), ('찌그러지다', 'Verb'), ('오다', 'Verb')]",['통'],"['찌그러지다', '오다']","['통', '찌그러지다', '오다']",통이 찌그러져서 왔어요,통이 찌그러져서 왔어요
8188,경쟁사,2022-06-07,4,살충제,부정,naver,"[('장갑', 'Noun'), ('보내다', 'Verb'), ('건', 'Noun'), ('좋다', 'Adjective')]",['장갑'],"['보내다', '좋다']","['장갑', '보내다', '좋다']",장갑 보내주신 건 좋습니다,장갑 보내주신 건 좋습니다
8189,경쟁사,2022-06-07,4,살충제,부정,naver,"[('일주일', 'Noun'), ('에', 'Josa'), ('한번', 'Noun'), ('씩', 'Suffix'), ('장미', 'Noun'), ('벌레', 'Noun'), ('에게', 'Josa'), ('뿌리다', 'Verb')]","['일주일', '장미벌레']",['뿌리다'],"['일주일', '장미벌레', '뿌리다']",일주일에 한번씩 장미벌레에게 뿌려주고있습니다,일주일에 한번씩 장미벌레에게 뿌려주고있습니다
8190,경쟁사,2022-06-07,4,살충제,부정,naver,"[('끈질기다', 'Adjective'), ('장미', 'Noun'), ('벌레', 'Noun'), ('속히', 'Adverb'), ('사라지다', 'Verb'), ('기르다', 'Verb'), ('기대하다', 'Adjective')]","['장미벌레', '기대']","['끈질기다', '사라지다', '기르다', '기대하다']","['장미벌레', '기대', '끈질기다', '사라지다', '기르다', '기대하다']",끈질긴 장미벌레 속히 사라지기를 기대합니다~,끈질긴 장미벌레 속히 사라지기를 기대합니다 
8193,경쟁사,2022-06-08,4,살충제,부정,naver,"[('아직', 'Adverb'), ('효과', 'Noun'), ('는', 'Josa'), ('자다', 'Verb'), ('모르다', 'Verb'), ('좋다', 'Adjective'), ('믿다', 'Verb'), ('자다', 'Verb'), ('쓰다', 'Verb')]",['효과'],"['자다', '모르다', '좋다', '믿다', '자다', '쓰다']","['효과', '자다', '모르다', '좋다', '믿다', '자다', '쓰다']",아직 효과는 잘 모르겠지만 좋을거라 믿고 잘 쓰겠습니다,아직 효과는 잘 모르겠지만 좋을거라 믿고 잘 쓰겠습니다
8194,경쟁사,2022-06-28,4,살충제,부정,naver,"[('필요하다', 'Adjective'), ('물건', 'Noun'), ('빨리', 'Adverb'), ('구매', 'Noun'), ('하다', 'Verb'), ('있다', 'Adjective'), ('감사하다', 'Verb')]","['필요', '물건', '구매', '감사']","['필요하다', '하다', '있다', '감사하다']","['필요', '물건', '구매', '감사', '필요하다', '하다', '있다', '감사하다']",필요한 물건 빨리 구매할수 있어 감사합니다~,필요한 물건 빨리 구매할수 있어 감사합니다 
8199,경쟁사,2022-06-20,3,살충제,부정,naver,"[('두', 'Determiner'), ('세번', 'Noun'), ('사용', 'Noun'), ('하다', 'Verb')]","['세', '사용']",['하다'],"['세', '사용', '하다']",두세번 사용했음,두세번 사용했음
8200,경쟁사,2022-06-20,3,살충제,부정,naver,"[('텃밭', 'Noun'), ('작물', 'Noun'), ('에', 'Josa'), ('효과', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective'), ('벌레', 'Noun'), ('퇴치', 'Noun'), ('특히', 'Adverb'), ('톡톡', 'Noun'), ('이', 'Josa'), ('같다', 'Adjective'), ('퇴치', 'Noun'), ('는', 'Josa'), ('도움', 'Noun'), ('안되다', 'Adjective'), ('같다', 'Adjective')]","['텃밭', '작물', '효과', '벌레퇴치', '치', '도움안']","['없다', '같다', '안되다', '같다']","['텃밭', '작물', '효과', '벌레퇴치', '치', '도움안', '없다', '같다', '안되다', '같다']",텃밭작물에 효과가 없는듯 벌레퇴치 특히 톡톡이 같은것퇴치는 도움안되는것같음,텃밭작물에 효과가 없는듯 벌레퇴치 특히 톡톡이 같은것퇴치는 도움안되는것같음
8212,경쟁사,2022-06-07,4,살충제,부정,naver,"[('두', 'Determiner'), ('번', 'Noun'), ('정도', 'Noun'), ('사용', 'Noun'), ('해봤다', 'Verb'), ('효과', 'Noun'), ('는', 'Josa'), ('자다', 'Verb'), ('모르다', 'Verb')]","['정', '사용', '효과']","['해봤다', '자다', '모르다']","['정', '사용', '효과', '해봤다', '자다', '모르다']",두번정도 사용해봤는데 효과는 잘 모르겠어요,두번정도 사용해봤는데 효과는 잘 모르겠어요
8213,경쟁사,2022-06-07,4,살충제,부정,naver,"[('꾸준하다', 'Adjective'), ('효과', 'Noun'), ('보다', 'Verb')]",['효과'],"['꾸준하다', '보다']","['효과', '꾸준하다', '보다']",꾸준히 효과 봤으면,꾸준히 효과 봤으면
8216,경쟁사,2022-05-10,4,살충제,부정,naver,"[('많이', 'Adverb'), ('찌그러지다', 'Verb'), ('오다', 'Verb'), ('내용물', 'Noun'), ('이', 'Josa'), ('새다', 'Verb'), ('않다', 'Verb')]",['내용물'],"['찌그러지다', '오다', '새다', '않다']","['내용물', '찌그러지다', '오다', '새다', '않다']","많이 찌그러져 왔어요, 내용물이 새진 않았습니다",많이 찌그러져 왔어요 내용물이 새진 않았습니다
8217,경쟁사,2022-05-10,4,살충제,부정,naver,"[('향', 'Noun'), ('이', 'Josa'), ('쎄다', 'Adjective')]",['향'],['쎄다'],"['향', '쎄다']",향이 쎄네요,향이 쎄네요
8218,경쟁사,2022-05-10,4,살충제,부정,naver,"[('첨', 'Adverb'), ('써다', 'Verb'), ('보다', 'Verb'), ('효과', 'Noun'), ('기대', 'Noun'), ('해보다', 'Verb')]","['첨', '효과', '기대']","['써다', '보다', '해보다']","['첨', '효과', '기대', '써다', '보다', '해보다']",첨 써보는데 효과 기대해봅니다,첨 써보는데 효과 기대해봅니다
8222,경쟁사,2022-05-04,4,살충제,부정,naver,"[('장미', 'Noun'), ('에', 'Josa'), ('벌레', 'Noun'), ('가', 'Josa'), ('생기다', 'Verb'), ('님', 'Noun'), ('오일', 'Noun'), ('한번', 'Noun'), ('뿌러', 'Noun'), ('보다', 'Verb')]","['장미', '벌레', '님오일']","['생기다', '보다']","['장미', '벌레', '님오일', '생기다', '보다']",장미에 벌레가 생겨서 님오일 한번 뿌러 보려고요,장미에 벌레가 생겨서 님오일 한번 뿌러 보려고요
8223,경쟁사,2022-05-04,4,살충제,부정,naver,"[('오늘', 'Noun'), ('트리오', 'Noun'), ('랑', 'Josa'), ('섞다', 'Verb'), ('뿌리다', 'Verb'), ('보다', 'Verb')]","['오늘', '트리오']","['섞다', '뿌리다', '보다']","['오늘', '트리오', '섞다', '뿌리다', '보다']",오늘 트리오랑 섞어서 뿌려 보았어요,오늘 트리오랑 섞어서 뿌려 보았어요
8224,경쟁사,2022-05-04,4,살충제,부정,naver,"[('계속', 'Noun'), ('뿌리다', 'Verb'), ('보고', 'Noun'), ('벌레', 'Noun'), ('를', 'Josa'), ('완전하다', 'Adjective'), ('박멸', 'Noun'), ('하다', 'Verb'), ('겠다', 'Verb')]","['벌레', '박멸']","['뿌리다', '완전하다', '하다', '겠다']","['벌레', '박멸', '뿌리다', '완전하다', '하다', '겠다']",계속 뿌려보고 벌레를 완전히 박멸해야 겠어요,계속 뿌려보고 벌레를 완전히 박멸해야 겠어요
8225,경쟁사,2022-05-04,4,살충제,부정,naver,"[('감사하다', 'Verb')]",['감사'],['감사하다'],"['감사', '감사하다']",감사합니다,감사합니다
8227,경쟁사,2022-05-04,4,살충제,부정,naver,"[('처음', 'Noun'), ('써다', 'Verb'), ('보다', 'Verb'), ('장미', 'Noun'), ('해충', 'Noun'), ('예방', 'Noun'), ('에', 'Josa'), ('도움', 'Noun'), ('이', 'Josa'), ('되다', 'Verb'), ('바라다', 'Verb')]","['처음', '장미', '해충', '예방', '도움', '랍']","['써다', '보다', '되다', '바라다']","['처음', '장미', '해충', '예방', '도움', '랍', '써다', '보다', '되다', '바라다']",처음 써보는건데 장미 해충 예방에 도움이 되길 바랍니다,처음 써보는건데 장미 해충 예방에 도움이 되길 바랍니다
