index,name,time,rating,item,sentiment,source,어간,noun,v_ad,n_v_ad,review_sentence,replace_slang_sentence
729,꽃피우는시간,2022-08-23,4,식물영양제,부정,coupang,"[('분무', 'Noun'), ('형태', 'Noun'), ('라', 'Josa'), ('사용', 'Noun'), ('하다', 'Verb'), ('편하다', 'Adjective'), ('성분', 'Noun'), ('도', 'Josa'), ('좋다', 'Adjective'), ('것', 'Noun'), ('같다', 'Adjective')]","['분', '형태', '사용', '성분']","['하다', '편하다', '좋다', '같다']","['분', '형태', '사용', '성분', '하다', '편하다', '좋다', '같다']",분무형태라 사용하기 편하고 성분도 좋은것 같아요,분무형태라 사용하기 편하고 성분도 좋은것 같아요
731,꽃피우는시간,2022-04-08,2,식물영양제,부정,coupang,"[('알다', 'Verb'), ('없다', 'Adjective')]",['알수가'],"['알다', '없다']","['알수가', '알다', '없다']",알수가없어요,알수가없어요
732,꽃피우는시간,2022-04-08,2,식물영양제,부정,coupang,"[('효가', 'Noun'), ('를', 'Josa'), ('느끼다', 'Verb'), ('없다', 'Adjective')]",['효가'],"['느끼다', '없다']","['효가', '느끼다', '없다']",효가를 느낄수가 없어요,효가를 느낄수가 없어요
741,꽃피우는시간,2023-01-04,4,식물영양제,부정,coupang,"[('스프레이', 'Noun'), ('가', 'Josa'), ('뚜껑', 'Noun'), ('이', 'Josa'), ('살짝', 'Noun'), ('열리다', 'Verb'), ('상태', 'Noun'), ('로', 'Josa'), ('배달', 'Noun'), ('이', 'Josa'), ('되어다', 'Verb'), ('박', 'Noun'), ('스프레이', 'Noun'), ('가', 'Josa'), ('살짝', 'Noun'), ('열리다', 'Verb'), ('상태', 'Noun'), ('로', 'Josa'), ('배달', 'Noun'), ('이', 'Josa'), ('되다', 'Verb'), ('개봉', 'Noun'), ('하다', 'Verb'), ('보다', 'Verb'), ('박스', 'Noun'), ('가', 'Josa'), ('다', 'Adverb'), ('젖다', 'Verb'), ('용액', 'Noun'), ('도', 'Josa'), ('많이', 'Adverb'), ('소실', 'Noun'), ('되다', 'Verb'), ('상태', 'Noun'), ('여서', 'Josa'), ('반품', 'Noun'), ('하다', 'Verb'), ('번거롭다', 'Adjective'), ('그냥', 'Noun'), ('쓰기', 'Noun'), ('로', 'Josa'), ('하다', 'Verb')]","['스프레이', '뚜껑', '상태', '배달', '스프레이', '상태', '배달', '개봉', '박스', '용액', '소실', '상태', '반품', '번']","['열리다', '되어다', '열리다', '되다', '하다', '보다', '젖다', '되다', '하다', '번거롭다', '하다']","['스프레이', '뚜껑', '상태', '배달', '스프레이', '상태', '배달', '개봉', '박스', '용액', '소실', '상태', '반품', '번', '열리다', '되어다', '열리다', '되다', '하다', '보다', '젖다', '되다', '하다', '번거롭다', '하다']",스프레이가 뚜껑이 살짝 열려진 상태로 배달이 되어서 박 스프레이가 살짝 열려진 상태로 배달이 되서 개봉해 보니 박스가 다 젖어있고 용액도 많이 소실된 상태여서 반품하려다 번거로워서 그냥 쓰기로했어요,스프레이가 뚜껑이 살짝 열려진 상태로 배달이 되어서 박 스프레이가 살짝 열려진 상태로 배달이 되서 개봉해 보니 박스가 다 젖어있고 용액도 많이 소실된 상태여서 반품하려다 번거로워서 그냥 쓰기로했어요
742,꽃피우는시간,2023-01-04,4,식물영양제,부정,coupang,"[('햇빛', 'Noun'), ('못', 'Noun'), ('보다', 'Verb'), ('아이', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('잎', 'Noun'), ('이', 'Josa'), ('뚝뚝', 'Noun'), ('떨어지다', 'Verb'), ('주문', 'Noun'), ('하다', 'Verb'), ('아직', 'Adverb'), ('까진', 'Josa'), ('자다', 'Verb'), ('모르다', 'Verb')]","['햇빛', '아이', '잎', '주문']","['보다', '떨어지다', '하다', '자다', '모르다']","['햇빛', '아이', '잎', '주문', '보다', '떨어지다', '하다', '자다', '모르다']",햇빛 못 본 아이들이 잎이 뚝뚝 떨어져서 주문했는데 아직까진 잘 모르겠네요,햇빛 못 본 아이들이 잎이 뚝뚝 떨어져서 주문했는데 아직까진 잘 모르겠네요
743,꽃피우는시간,2023-01-04,4,식물영양제,부정,coupang,"[('더', 'Noun'), ('사용', 'Noun'), ('해보다', 'Verb'), ('되다', 'Verb'), ('같다', 'Adjective')]",['사용'],"['해보다', '되다', '같다']","['사용', '해보다', '되다', '같다']",더 사용해봐야 될거같아요,더 사용해봐야 될거같아요
760,꽃피우는시간,2022-12-04,3,식물영양제,부정,coupang,"[('한', 'Determiner'), ('통', 'Noun'), ('거의', 'Noun'), ('다', 'Adverb'), ('써다', 'Verb'), ('효과', 'Noun'), ('라고', 'Josa'), ('볼', 'Noun'), ('지는', 'Josa'), ('애매하다', 'Adjective'), ('웃다', 'Verb'), ('이', 'Determiner'), ('덜하다', 'Adjective'), ('하다', 'Verb'), ('그렇지만', 'Conjunction'), ('가격', 'Noun'), ('대가', 'Noun'), ('높다', 'Adjective'), ('놓다', 'Verb'), ('서다', 'Verb'), ('사다', 'Verb'), ('하다', 'Verb'), ('고민', 'Noun'), ('중', 'Suffix')]","['거', '효과', '웃자람', '가격대', '민중']","['써다', '애매하다', '웃다', '덜하다', '하다', '높다', '놓다', '서다', '사다', '하다']","['거', '효과', '웃자람', '가격대', '민중', '써다', '애매하다', '웃다', '덜하다', '하다', '높다', '놓다', '서다', '사다', '하다']",한통거의 다 써가는데효과라고 볼지는 애매하지만웃자람이 덜해졌다고해야하나그렇지만 가격대가 높아놔서더 사야할지는 고민중,한통거의 다 써가는데효과라고 볼지는 애매하지만웃자람이 덜해졌다고해야하나그렇지만 가격대가 높아놔서더 사야할지는 고민중
762,꽃피우는시간,2022-04-19,4,식물영양제,부정,naver,"[('오랫동안', 'Adverb'), ('영양', 'Noun'), ('제나', 'Noun'), ('비료', 'Noun'), ('를', 'Josa'), ('주지', 'Noun'), ('않다', 'Verb'), ('식물', 'Noun'), ('을', 'Josa'), ('키우다', 'Verb'), ('너무', 'Adverb'), ('소홀하다', 'Adjective'), ('상태', 'Noun'), ('가', 'Josa'), ('별로', 'Noun'), ('라', 'Josa'), ('미안하다', 'Adjective'), ('마음', 'Noun'), ('에', 'Josa'), ('모처럼', 'Noun'), ('분무', 'Noun'), ('해주다', 'Verb')]","['오랫동안', '영양제', '비료', '식물', '소홀', '상태', '로', '미안', '마음', '분무']","['않다', '키우다', '소홀하다', '미안하다', '해주다']","['오랫동안', '영양제', '비료', '식물', '소홀', '상태', '로', '미안', '마음', '분무', '않다', '키우다', '소홀하다', '미안하다', '해주다']",오랫동안 영양제나 비료를 주지않고 식물을 키웠는데 너무 소홀해서인지 상태가 별로라 미안한 마음에 모처럼 분무해줬어요,오랫동안 영양제나 비료를 주지않고 식물을 키웠는데 너무 소홀해서인지 상태가 별로라 미안한 마음에 모처럼 분무해줬어요
806,꽃피우는시간,2022-03-29,4,식물영양제,부정,naver,"[('써다', 'Verb'), ('보다', 'Verb'), ('알', 'Noun'), ('것', 'Noun'), ('같다', 'Adjective'), ('하지만', 'Conjunction'), ('일단', 'Noun'), ('용량', 'Noun'), ('이', 'Josa'), ('많다', 'Adjective'), ('좋다', 'Adjective')]",['용량'],"['써다', '보다', '같다', '많다', '좋다']","['용량', '써다', '보다', '같다', '많다', '좋다']",써봐야 알 것 같긴 하지만 일단 용량이 많아서 좋았습니다,써봐야 알 것 같긴 하지만 일단 용량이 많아서 좋았습니다
812,꽃피우는시간,2022-03-28,4,식물영양제,부정,naver,"[('우선', 'Noun'), ('사용', 'Noun'), ('해봤다', 'Verb'), ('효과', 'Noun'), ('는', 'Josa'), ('한', 'Determiner'), ('달후', 'Noun'), ('남다', 'Verb'), ('뿌리다', 'Verb'), ('영', 'Modifier'), ('양제', 'Noun'), ('냄새', 'Noun'), ('가', 'Josa'), ('좀', 'Noun'), ('나다', 'Verb')]","['사용', '효과', '달후', '영양제', '냄새']","['해봤다', '남다', '뿌리다', '나다']","['사용', '효과', '달후', '영양제', '냄새', '해봤다', '남다', '뿌리다', '나다']",우선 사용해봤는데 효과는 한달후 남길께요 뿌리고나서 영양제 냄새가 좀 납니다,우선 사용해봤는데 효과는 한달후 남길께요 뿌리고나서 영양제 냄새가 좀 납니다
813,꽃피우는시간,2022-03-28,4,식물영양제,부정,naver,"[('참고', 'Noun'), ('하다', 'Verb')]",['참고'],['하다'],"['참고', '하다']",참고하세요~,참고하세요 
867,꽃피우는시간,2022-03-18,4,식물영양제,부정,naver,"[('좋다', 'Adjective'), ('요', 'Noun'), ('화초', 'Noun'), ('잎', 'Noun'), ('에', 'Josa'), ('분사', 'Noun'), ('해주다', 'Verb'), ('오늘', 'Noun'), ('보다', 'Verb'), ('싱싱하다', 'Adjective')]","['화초잎', '분사', '오늘']","['좋다', '해주다', '보다', '싱싱하다']","['화초잎', '분사', '오늘', '좋다', '해주다', '보다', '싱싱하다']",좋와요 화초잎에 분사해줬는데 오늘 보니 싱싱해졌네요 ~,좋와요 화초잎에 분사해줬는데 오늘 보니 싱싱해졌네요 
1187,꽃피우는시간,2023-04-06,3,식물영양제,부정,naver,"[('화초', 'Noun'), ('가', 'Josa'), ('싱싱하다', 'Adjective'), ('아직', 'Adverb'), ('자다', 'Verb'), ('모르다', 'Verb')]",['화초'],"['싱싱하다', '자다', '모르다']","['화초', '싱싱하다', '자다', '모르다']",화초가 싱싱해지는걸 아직 잘 모르겠어요,화초가 싱싱해지는걸 아직 잘 모르겠어요
1195,꽃피우는시간,2023-04-03,4,식물영양제,부정,naver,"[('식물', 'Noun'), ('은', 'Josa'), ('말', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective'), ('걍', 'Adverb'), ('애', 'Noun'), ('들', 'Suffix'), ('을', 'Josa'), ('바라보다', 'Verb'), ('영양', 'Noun'), ('이라', 'Josa'), ('주다', 'Verb'), ('좋다', 'Adjective')]","['식물', '말', '애', '영양']","['없다', '바라보다', '주다', '좋다']","['식물', '말', '애', '영양', '없다', '바라보다', '주다', '좋다']",식물은 말이 없고 걍 애들을 바라보면서 영양이라 주는데 좋겠죠,식물은 말이 없고 걍 애들을 바라보면서 영양이라 주는데 좋겠죠
1205,꽃피우는시간,2023-03-30,4,식물영양제,부정,naver,"[('아직', 'Adverb'), ('은', 'Noun'), ('자다', 'Verb'), ('모르다', 'Verb'), ('먀', 'Noun'), ('튼튼하다', 'Adjective'), ('거', 'Noun'), ('라는', 'Josa'), ('믿음', 'Noun'), ('으로', 'Josa'), ('열심히', 'Adverb'), ('주다', 'Verb'), ('있다', 'Adjective')]",['믿음'],"['자다', '모르다', '튼튼하다', '주다', '있다']","['믿음', '자다', '모르다', '튼튼하다', '주다', '있다']",아직은 잘 모르겠지먀 튼튼해질거라는 믿음으로 열심히 주고 있어요,아직은 잘 모르겠지먀 튼튼해질거라는 믿음으로 열심히 주고 있어요
1206,꽃피우는시간,2023-03-30,4,식물영양제,부정,naver,"[('별탈', 'Noun'), ('없이', 'Adverb'), ('쑥쑥', 'Adverb'), ('자라', 'Noun'), ('니까', 'Josa'), ('좋다', 'Adjective'), ('거', 'Noun'), ('겠다', 'Verb')]",['별탈'],"['좋다', '겠다']","['별탈', '좋다', '겠다']",별탈없이 쑥쑥 자라니까 좋은거겠죠,별탈없이 쑥쑥 자라니까 좋은거겠죠
1209,꽃피우는시간,2023-03-29,4,식물영양제,부정,naver,"[('평이', 'Noun'), ('좋다', 'Adjective'), ('기대하다', 'Adjective'), ('구매', 'Noun'), ('하다', 'Verb')]","['평', '기대', '구매']","['좋다', '기대하다', '하다']","['평', '기대', '구매', '좋다', '기대하다', '하다']",평이 좋아서 기대하고 구매 했습니다,평이 좋아서 기대하고 구매 했습니다
1210,꽃피우는시간,2023-03-29,4,식물영양제,부정,naver,"[('오다', 'Verb'), ('화분', 'Noun'), ('들', 'Suffix'), ('에게', 'Josa'), ('부풀다', 'Verb'), ('기대', 'Noun'), ('를', 'Josa'), ('가득', 'Noun'), ('안고', 'Noun'), ('분무해', 'Noun'), ('주다', 'Verb')]","['화분', '기대', '분무']","['오다', '부풀다', '주다']","['화분', '기대', '분무', '오다', '부풀다', '주다']",오자마 화분들에게 부푼 기대를 가득 안고 분무해 주었습니다,오자마 화분들에게 부푼 기대를 가득 안고 분무해 주었습니다
1211,꽃피우는시간,2023-03-29,4,식물영양제,부정,naver,"[('숯', 'Noun'), ('가마', 'Noun'), ('찜질방', 'Noun'), ('냄새', 'Noun'), ('가', 'Josa'), ('나다', 'Verb')]","['숯가마', '찜질방', '냄새']",['나다'],"['숯가마', '찜질방', '냄새', '나다']",숯가마 찜질방 냄새가 납니다,숯가마 찜질방 냄새가 납니다
1212,꽃피우는시간,2023-03-29,4,식물영양제,부정,naver,"[('건강하다', 'Adjective'), ('냄새', 'Noun'), ('가', 'Josa'), ('식물', 'Noun'), ('들', 'Suffix'), ('도', 'Josa'), ('건강하다', 'Adjective'), ('해', 'Noun'), ('주다', 'Verb'), ('것', 'Noun'), ('같다', 'Adjective')]","['건강', '냄새', '식물', '건강']","['건강하다', '건강하다', '주다', '같다']","['건강', '냄새', '식물', '건강', '건강하다', '건강하다', '주다', '같다']",건강한 냄새가 식물들도 건강하게 해 주는 것 같아요,건강한 냄새가 식물들도 건강하게 해 주는 것 같아요
1213,꽃피우는시간,2023-03-29,4,식물영양제,부정,naver,"[('단점', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective')]",['단점'],['있다'],"['단점', '있다']",단점이 있어요,단점이 있어요
1214,꽃피우는시간,2023-03-29,4,식물영양제,부정,naver,"[('다', 'Adverb'), ('뿌리', 'Noun'), ('고', 'Josa'), ('나니', 'Noun'), ('분', 'Noun'), ('무형', 'Noun'), ('이라', 'Josa'), ('하다', 'Verb'), ('ㅜㅜ', 'KoreanParticle')]","['분무', '해퍼']",['하다'],"['분무', '해퍼', '하다']",다 뿌리고 나니 분무형이라 해퍼요 ㅜㅜ,다 뿌리고 나니 분무형이라 해퍼요 ㅜㅜ
1215,꽃피우는시간,2023-03-29,4,식물영양제,부정,naver,"[('여기저기', 'Noun'), ('화분', 'Noun'), ('들', 'Suffix'), ('에게', 'Josa'), ('골다', 'Verb'), ('주다', 'Verb'), ('분무기', 'Noun'), ('반절', 'Noun'), ('이나', 'Josa'), ('써다', 'Verb'), ('ㅜㅜ', 'KoreanParticle')]","['여기저기', '화분', '골', '분무기', '반절']","['골다', '주다', '써다']","['여기저기', '화분', '골', '분무기', '반절', '골다', '주다', '써다']",여기저기 화분들에게 골고로 주었더니 분무기 반절이나 썼네요 ㅜㅜ,여기저기 화분들에게 골고로 주었더니 분무기 반절이나 썼네요 ㅜㅜ
1216,꽃피우는시간,2023-03-29,4,식물영양제,부정,naver,"[('다음', 'Noun'), ('에', 'Josa'), ('또', 'Noun'), ('산다', 'Noun'), ('면', 'Josa'), ('원', 'Modifier'), ('액', 'Noun'), ('을', 'Josa'), ('구매', 'Noun'), ('하다', 'Verb')]","['다음', '원액', '구매']",['하다'],"['다음', '원액', '구매', '하다']",다음에 또 산다면 원액을 구매 해야겠어요,다음에 또 산다면 원액을 구매 해야겠어요
1217,꽃피우는시간,2023-03-28,4,식물영양제,부정,naver,"[('햇볕', 'Noun'), ('라는', 'Josa'), ('소리', 'Noun'), ('에', 'Josa'), ('제라늄', 'Noun'), ('들', 'Suffix'), ('에게', 'Josa'), ('너무', 'Adverb'), ('자주', 'Noun'), ('주다', 'Verb')]","['햇볕', '소리', '제라늄']",['주다'],"['햇볕', '소리', '제라늄', '주다']",햇볕라는 소리에 제라들에게 너무 자주 주었나,햇볕라는 소리에 제라늄들에게 너무 자주 주었나
1218,꽃피우는시간,2023-03-28,4,식물영양제,부정,naver,"[('벌써', 'Noun'), ('다', 'Adverb'), ('쓸다', 'Verb'), ('같다', 'Adjective')]",[],"['쓸다', '같다']","['쓸다', '같다']",벌써 다 쓴거같아요,벌써 다 쓴거같아요
1219,꽃피우는시간,2023-03-28,4,식물영양제,부정,naver,"[('마침', 'Noun'), ('봄', 'Noun'), ('이', 'Josa'), ('되다', 'Verb'), ('창가', 'Noun'), ('로', 'Josa'), ('햇살', 'Noun'), ('도', 'Josa'), ('조금', 'Noun'), ('은', 'Josa'), ('들어오다', 'Verb'), ('인지', 'Noun'), ('햇볕', 'Noun'), ('을', 'Josa'), ('마구', 'Noun'), ('뿌리다', 'Verb'), ('덕인', 'Noun'), ('지', 'Josa'), ('모르다', 'Verb'), ('꽃대', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('예쁘다', 'Adjective'), ('올라오다', 'Verb')]","['봄', '창가', '햇살', '조금', '햇볕', '덕', '꽃대']","['되다', '들어오다', '뿌리다', '모르다', '예쁘다', '올라오다']","['봄', '창가', '햇살', '조금', '햇볕', '덕', '꽃대', '되다', '들어오다', '뿌리다', '모르다', '예쁘다', '올라오다']",마침 봄이 되면서 창가로 햇살도 조금은 들어와서인지 햇볕을 마구 뿌린덕인지 모르겠지만 꽃대들이 예쁘게 올라옵니다~,마침 봄이 되면서 창가로 햇살도 조금은 들어와서인지 햇볕을 마구 뿌린덕인지 모르겠지만 꽃대들이 예쁘게 올라옵니다 
1226,꽃피우는시간,2023-03-26,4,식물영양제,부정,naver,"[('공병', 'Noun'), ('따로', 'Adverb'), ('사서', 'Noun'), ('주다', 'Verb'), ('있다', 'Adjective'), ('식물', 'Noun'), ('이', 'Josa'), ('튼튼하다', 'Adjective'), ('자다', 'Verb'), ('자라다', 'Verb'), ('느낌', 'Noun'), ('이에요', 'Josa'), ('ㅎㅎ', 'KoreanParticle')]","['공병', '식물', '느낌', '', '']","['주다', '있다', '튼튼하다', '자다', '자라다']","['공병', '식물', '느낌', '', '', '주다', '있다', '튼튼하다', '자다', '자라다']",공병 따로 사서 주고 있는데 식물이 튼튼하게 잘 자라는 느낌이에요 ㅎㅎ,공병 따로 사서 주고 있는데 식물이 튼튼하게 잘 자라는 느낌이에요 ㅎㅎ
1235,꽃피우는시간,2023-03-24,4,식물영양제,부정,naver,"[('분갈이', 'Noun'), ('하고', 'Josa'), ('섞다', 'Verb'), ('주다', 'Verb'), ('평소', 'Noun'), ('에도', 'Josa'), ('주다', 'Verb'), ('있다', 'Adjective')]","['분갈이', '평소']","['섞다', '주다', '주다', '있다']","['분갈이', '평소', '섞다', '주다', '주다', '있다']",분갈이하고 섞어서 주고 평소에도 주고 있어요~,분갈이하고 섞어서 주고 평소에도 주고 있어요 
1256,꽃피우는시간,2023-03-13,4,식물영양제,부정,naver,"[('일주일', 'Noun'), ('에', 'Josa'), ('한번', 'Noun'), ('씩', 'Suffix'), ('식물', 'Noun'), ('들', 'Suffix'), ('잎', 'Noun'), ('에', 'Josa'), ('뿌리다', 'Verb'), ('있다', 'Adjective')]","['일주일', '식물', '잎']","['뿌리다', '있다']","['일주일', '식물', '잎', '뿌리다', '있다']",일주일에 한번씩 식물들 잎에 뿌려주고 있어요,일주일에 한번씩 식물들 잎에 뿌려주고 있어요
1257,꽃피우는시간,2023-03-13,4,식물영양제,부정,naver,"[('솔직하다', 'Adjective'), ('엄청나다', 'Adjective'), ('변화', 'Noun'), ('는', 'Josa'), ('모르다', 'Verb'), ('잎', 'Noun'), ('에', 'Josa'), ('윤기', 'Noun'), ('가', 'Josa'), ('나다', 'Verb'), ('같다', 'Adjective'), ('하다', 'Verb')]","['변화', '잎', '윤기']","['솔직하다', '엄청나다', '모르다', '나다', '같다', '하다']","['변화', '잎', '윤기', '솔직하다', '엄청나다', '모르다', '나다', '같다', '하다']","솔직히 엄청난 변화는 모르겠고, 잎에 윤기가 나는것 같긴 합니다~",솔직히 엄청난 변화는 모르겠고 잎에 윤기가 나는것 같긴 합니다 
1259,꽃피우는시간,2023-03-13,4,식물영양제,부정,naver,"[('식물', 'Noun'), ('을', 'Josa'), ('반', 'Noun'), ('양지', 'Noun'), ('로', 'Josa'), ('이동', 'Noun'), ('하다', 'Verb'), ('1', 'Number'), ('주', 'Noun'), ('에', 'Josa'), ('두', 'Determiner'), ('번', 'Noun'), ('정도', 'Noun'), ('분무', 'Noun'), ('해주다', 'Verb'), ('자다', 'Verb'), ('자라다', 'Verb'), ('있다', 'Adjective')]","['식물', '반', '양지', '이동', '정', '분무']","['하다', '해주다', '자다', '자라다', '있다']","['식물', '반', '양지', '이동', '정', '분무', '하다', '해주다', '자다', '자라다', '있다']",식물을 반 양지로 이동하여 1주에 두번정도 분무해주었는데 잘 자라고 있네요,식물을 반 양지로 이동하여 1주에 두번정도 분무해주었는데 잘 자라고 있네요
1260,꽃피우는시간,2023-03-12,4,식물영양제,부정,naver,"[('집안', 'Noun'), ('에', 'Josa'), ('키우다', 'Verb'), ('만', 'Noun'), ('냥', 'Josa'), ('금', 'Noun'), ('잎', 'Noun'), ('이', 'Josa'), ('누렇', 'Noun'), ('게', 'Josa'), ('변하다', 'Adjective'), ('떨어지다', 'Verb'), ('리뷰', 'Noun'), ('보고', 'Noun'), ('구매', 'Noun'), ('하다', 'Verb')]","['집안', '금', '잎', '리뷰', '구매']","['키우다', '변하다', '떨어지다', '하다']","['집안', '금', '잎', '리뷰', '구매', '키우다', '변하다', '떨어지다', '하다']",집안에 키우던 만냥금 잎이 누렇게 변하면서 떨어져서 리뷰보고 구매했어요,집안에 키우던 만냥금 잎이 누렇게 변하면서 떨어져서 리뷰보고 구매했어요
1261,꽃피우는시간,2023-03-12,4,식물영양제,부정,naver,"[('아직', 'Adverb'), ('한번', 'Noun'), ('만', 'Josa'), ('뿌리다', 'Verb'), ('보다', 'Verb'), ('효과', 'Noun'), ('는', 'Josa'), ('더', 'Noun'), ('지켜보다', 'Verb')]",['효과'],"['뿌리다', '보다', '지켜보다']","['효과', '뿌리다', '보다', '지켜보다']",아직 한번만 뿌려봐서 효과는 더 지켜봐야겠네요,아직 한번만 뿌려봐서 효과는 더 지켜봐야겠네요
1262,꽃피우는시간,2023-03-12,4,식물영양제,부정,naver,"[('다만', 'Noun'), ('배송', 'Noun'), ('후', 'Noun'), ('박스', 'Noun'), ('를', 'Josa'), ('뜯다', 'Verb'), ('보다', 'Verb'), ('뚜껑', 'Noun'), ('에서', 'Josa'), ('새', 'Modifier'), ('어나', 'Modifier'), ('온건', 'Noun'), ('지', 'Josa'), ('분무기', 'Noun'), ('에서', 'Josa'), ('새', 'Modifier'), ('어나', 'Modifier'), ('온건', 'Noun'), ('지', 'Josa'), ('통', 'Noun'), ('밖에', 'Josa'), ('묻다', 'Verb'), ('젖다', 'Verb')]","['배송', '후', '박스', '뚜껑', '분무기', '통', '밖']","['뜯다', '보다', '묻다', '젖다']","['배송', '후', '박스', '뚜껑', '분무기', '통', '밖', '뜯다', '보다', '묻다', '젖다']",다만 배송 후 박스를 뜯어보니 뚜껑에서 새어나온건지 분무기에서 새어나온건지 통 밖에 묻어 젖어있더라구요,다만 배송 후 박스를 뜯어보니 뚜껑에서 새어나온건지 분무기에서 새어나온건지 통 밖에 묻어 젖어있더라구요
1263,꽃피우는시간,2023-03-12,4,식물영양제,부정,naver,"[('1', 'Number'), ('박스', 'Noun'), ('에', 'Josa'), ('취급', 'Noun'), ('주의', 'Noun'), ('를', 'Josa'), ('붙이다', 'Verb'), ('넣다', 'Verb'), ('아니다', 'Adjective'), ('다른', 'Noun'), ('포장', 'Noun'), ('방법', 'Noun'), ('이', 'Josa'), ('필요하다', 'Adjective'), ('보이다', 'Verb')]","['박스', '취급', '주의', '포장', '방법', '필요', '보입']","['붙이다', '넣다', '아니다', '필요하다', '보이다']","['박스', '취급', '주의', '포장', '방법', '필요', '보입', '붙이다', '넣다', '아니다', '필요하다', '보이다']",1 박스에 취급주의를 붙여넣던지 아니면 다른 포장 방법이 필요해보입니다,1 박스에 취급주의를 붙여넣던지 아니면 다른 포장 방법이 필요해보입니다
1264,꽃피우는시간,2023-03-12,4,식물영양제,부정,naver,"[('같이', 'Adverb'), ('구매', 'Noun'), ('한', 'Josa'), ('관솔', 'Noun'), ('목초액', 'Noun'), ('은', 'Josa'), ('괜찮다', 'Adjective')]","['구매', '관솔', '목초액']",['괜찮다'],"['구매', '관솔', '목초액', '괜찮다']",같이 구매한 관솔목초액은 괜찮았어요,같이 구매한 관솔목초액은 괜찮았어요
1275,꽃피우는시간,2023-03-12,4,식물영양제,부정,naver,"[('식물', 'Noun'), ('등', 'Noun'), ('이랑', 'Josa'), ('같이', 'Adverb'), ('쓰다', 'Verb'), ('페페', 'Noun'), ('가', 'Josa'), ('예쁘다', 'Adjective')]","['식물', '페페']","['쓰다', '예쁘다']","['식물', '페페', '쓰다', '예쁘다']",식물등이랑 같이쓰니까 페페가 예뻐졌어요,식물등이랑 같이쓰니까 페페가 예뻐졌어요
1287,꽃피우는시간,2023-03-07,1,식물영양제,부정,naver,"[('좋다', 'Adjective'), ('점', 'Noun'), ('아직', 'Adverb'), ('없다', 'Adjective')]",['점'],"['좋다', '없다']","['점', '좋다', '없다']",좋은점 아직 없네요,좋은점 아직 없네요
1289,꽃피우는시간,2023-03-07,4,식물영양제,부정,naver,"[('목초액', 'Noun'), ('냄새', 'Noun'), ('가', 'Josa'), ('많이', 'Adverb'), ('심하다', 'Adjective'), ('알', 'Noun'), ('고', 'Josa'), ('걱정', 'Noun'), ('하다', 'Verb'), ('생각', 'Noun'), ('하다', 'Verb'), ('것', 'Noun'), ('만큼', 'Noun'), ('심하다', 'Adjective'), ('않다', 'Verb')]","['목초액', '냄새', '걱정', '생각']","['심하다', '하다', '하다', '심하다', '않다']","['목초액', '냄새', '걱정', '생각', '심하다', '하다', '하다', '심하다', '않다']",목초액 냄새가 많이 심할줄 알고 걱정했는데 생각했던 것 만큼 심하지는 않음,목초액 냄새가 많이 심할줄 알고 걱정했는데 생각했던 것 만큼 심하지는 않음
1290,꽃피우는시간,2023-03-07,4,식물영양제,부정,naver,"[('아직', 'Adverb'), ('화분', 'Noun'), ('에', 'Josa'), ('눈', 'Noun'), ('에', 'Josa'), ('보이', 'Noun'), ('게', 'Josa'), ('좋아지다', 'Verb'), ('건', 'Noun'), ('느끼다', 'Verb'), ('없다', 'Adjective'), ('때문', 'Noun'), ('에', 'Josa'), ('모르다', 'Verb'), ('왠지', 'Adverb'), ('뿌리', 'Noun'), ('가', 'Josa'), ('튼튼하다', 'Adjective'), ('것', 'Noun'), ('같다', 'Adjective'), ('느낌', 'Noun'), ('은', 'Josa'), ('들다', 'Verb')]","['화분', '눈', '뿌리', '느낌']","['좋아지다', '느끼다', '없다', '모르다', '튼튼하다', '같다', '들다']","['화분', '눈', '뿌리', '느낌', '좋아지다', '느끼다', '없다', '모르다', '튼튼하다', '같다', '들다']",아직 화분에 눈에 보이게 좋아지는 건 느낄수 없기때문에 모르겠지만 왠지 뿌리가 튼튼해질 것 같은 느낌은 든다,아직 화분에 눈에 보이게 좋아지는 건 느낄수 없기때문에 모르겠지만 왠지 뿌리가 튼튼해질 것 같은 느낌은 든다
1299,꽃피우는시간,2023-03-03,4,식물영양제,부정,naver,"[('사용', 'Noun'), ('중', 'Suffix'), ('인데', 'Josa'), ('아직', 'Adverb'), ('은', 'Noun'), ('잘', 'VerbPrefix'), ('모르다', 'Adjective'), ('냄새', 'Noun'), ('땜', 'Noun'), ('에', 'Josa'), ('실내', 'Noun'), ('사용', 'Noun'), ('은', 'Josa'), ('안되다', 'Adjective')]","['사용', '냄새', '실내', '사용', '겟']","['모르다', '안되다']","['사용', '냄새', '실내', '사용', '겟', '모르다', '안되다']",사용중인데 아직은잘모르겠고 냄새땜에 실내사용은 안되겟네요,사용중인데 아직은잘모르겠고 냄새땜에 실내사용은 안되겟네요
1314,꽃피우는시간,2023-02-28,3,식물영양제,부정,naver,"[('냄새', 'Noun'), ('가', 'Josa'), ('많이', 'Adverb'), ('나요', 'Eomi')]",['냄새'],[],['냄새'],냄새가 많이 나요,냄새가 많이 나요
